carrier,flight,origin,dest,name
UA,1127,EWR,SFO,United Air Lines Inc.
VX,251,JFK,LAS,Virgin America
B6,537,EWR,TPA,JetBlue Airways
AA,1,JFK,LAX,American Airlines Inc.
UA,245,LGA,IAH,United Air Lines Inc.
B6,915,JFK,SFO,JetBlue Airways
DL,1899,LGA,MSY,Delta Air Lines Inc.
AA,2493,JFK,MCO,American Airlines Inc.
DL,1429,JFK,LAS,Delta Air Lines Inc.
DL,2159,JFK,MCO,Delta Air Lines Inc.
UA,405,LGA,DEN,United Air Lines Inc.
B6,2280,EWR,BOS,JetBlue Airways
DL,1647,LGA,ATL,Delta Air Lines Inc.
UA,580,JFK,SFO,United Air Lines Inc.
UA,673,LGA,ORD,United Air Lines Inc.
UA,685,LGA,ORD,United Air Lines Inc.
EV,4474,EWR,BWI,ExpressJet Airlines Inc.
UA,371,EWR,IAH,United Air Lines Inc.
B6,391,LGA,MCO,JetBlue Airways
UA,1592,EWR,MCO,United Air Lines Inc.
B6,128,JFK,BTV,JetBlue Airways
UA,73,EWR,SFO,United Air Lines Inc.
UA,380,EWR,SAN,United Air Lines Inc.
DL,2383,LGA,PWM,Delta Air Lines Inc.
B6,71,JFK,SLC,JetBlue Airways
B6,1295,JFK,AUS,JetBlue Airways
DL,2395,LGA,PBI,Delta Air Lines Inc.
MQ,4401,LGA,DTW,Envoy Air
B6,118,JFK,BOS,JetBlue Airways
EV,4129,EWR,DCA,ExpressJet Airlines Inc.
9E,4051,JFK,BWI,Endeavor Air Inc.
AA,647,JFK,MIA,American Airlines Inc.
DL,1435,LGA,TPA,Delta Air Lines Inc.
9E,2912,JFK,DCA,Endeavor Air Inc.
EV,3257,EWR,JAX,ExpressJet Airlines Inc.
WN,2603,LGA,BNA,Southwest Airlines Co.
MQ,3473,LGA,ATL,Envoy Air
MQ,4309,JFK,IND,Envoy Air
AA,119,EWR,LAX,American Airlines Inc.
AA,565,JFK,DFW,American Airlines Inc.
EV,5712,JFK,IAD,ExpressJet Airlines Inc.
MQ,4406,JFK,RDU,Envoy Air
UA,1242,EWR,LAX,United Air Lines Inc.
EV,5199,LGA,CHS,ExpressJet Airlines Inc.
B6,1806,JFK,BOS,JetBlue Airways
B6,629,JFK,HOU,JetBlue Airways
UA,599,LGA,IAH,United Air Lines Inc.
B6,208,JFK,PWM,JetBlue Airways
DL,1773,JFK,SLC,Delta Air Lines Inc.
MQ,4589,LGA,DTW,Envoy Air
AA,1813,JFK,MCO,American Airlines Inc.
B6,1511,EWR,RSW,JetBlue Airways
9E,4203,JFK,IND,Endeavor Air Inc.
US,17,JFK,PHX,US Airways Inc.
B6,341,JFK,SRQ,JetBlue Airways
B6,543,EWR,PBI,JetBlue Airways
EV,5904,EWR,CMH,ExpressJet Airlines Inc.
B6,20,JFK,ROC,JetBlue Airways
MQ,3783,JFK,CMH,Envoy Air
DL,83,JFK,MIA,Delta Air Lines Inc.
9E,3507,JFK,MSY,Endeavor Air Inc.
EV,5904,EWR,CMH,ExpressJet Airlines Inc.
UA,695,LGA,ORD,United Air Lines Inc.
EV,4561,EWR,ORF,ExpressJet Airlines Inc.
DL,2285,LGA,MCO,Delta Air Lines Inc.
US,2132,LGA,BOS,US Airways Inc.
WN,216,EWR,MDW,Southwest Airlines Co.
AA,2019,LGA,STL,American Airlines Inc.
DL,428,JFK,MIA,Delta Air Lines Inc.
WN,909,EWR,MDW,Southwest Airlines Co.
AA,2223,LGA,STL,American Airlines Inc.
UA,1555,EWR,SAN,United Air Lines Inc.
B6,155,JFK,MCO,JetBlue Airways
MQ,3658,LGA,ATL,Envoy Air
EV,5714,JFK,IAD,ExpressJet Airlines Inc.
EV,4424,EWR,RDU,ExpressJet Airlines Inc.
B6,711,JFK,LAS,JetBlue Airways
EV,5714,JFK,IAD,ExpressJet Airlines Inc.
EV,4132,EWR,RIC,ExpressJet Airlines Inc.
EV,4909,LGA,CLT,ExpressJet Airlines Inc.
AA,361,LGA,ORD,American Airlines Inc.
US,1459,LGA,CLT,US Airways Inc.
EV,4949,LGA,GSO,ExpressJet Airlines Inc.
AA,309,LGA,ORD,American Airlines Inc.
DL,2445,LGA,MCO,Delta Air Lines Inc.
B6,991,JFK,PBI,JetBlue Airways
B6,371,LGA,FLL,JetBlue Airways
EV,4221,EWR,BUF,ExpressJet Airlines Inc.
MQ,4582,LGA,CLT,Envoy Air
DL,731,LGA,DTW,Delta Air Lines Inc.
UA,257,JFK,SFO,United Air Lines Inc.
MQ,4485,LGA,CMH,Envoy Air
9E,3326,JFK,IND,Endeavor Air Inc.
9E,3876,LGA,GSP,Endeavor Air Inc.
B6,619,JFK,JAX,JetBlue Airways
VX,161,EWR,LAX,Virgin America
UA,1064,EWR,BOS,United Air Lines Inc.
UA,347,JFK,SFO,United Air Lines Inc.
DL,469,JFK,SFO,Delta Air Lines Inc.
MQ,3419,LGA,ATL,Envoy Air
F9,507,LGA,DEN,Frontier Airlines Inc.
AA,185,JFK,LAX,American Airlines Inc.
EV,3817,EWR,PIT,ExpressJet Airlines Inc.
UA,1077,EWR,MIA,United Air Lines Inc.
UA,511,EWR,LAS,United Air Lines Inc.
UA,1176,EWR,BOS,United Air Lines Inc.
B6,1639,LGA,RSW,JetBlue Airways
EV,4171,EWR,MSN,ExpressJet Airlines Inc.
EV,5660,EWR,ATL,ExpressJet Airlines Inc.
UA,1143,EWR,PBI,United Air Lines Inc.
MQ,4540,LGA,DTW,Envoy Air
US,1089,JFK,CLT,US Airways Inc.
B6,225,JFK,TPA,JetBlue Airways
DL,1006,JFK,BOS,Delta Air Lines Inc.
EV,4560,EWR,PIT,ExpressJet Airlines Inc.
MQ,3674,LGA,CLE,Envoy Air
UA,443,JFK,LAX,United Air Lines Inc.
9E,4065,LGA,SDF,Endeavor Air Inc.
9E,3459,JFK,BNA,Endeavor Air Inc.
EV,4395,EWR,IND,ExpressJet Airlines Inc.
WN,739,EWR,AUS,Southwest Airlines Co.
B6,199,LGA,MCO,JetBlue Airways
UA,1625,EWR,DEN,United Air Lines Inc.
EV,4949,LGA,GSO,ExpressJet Airlines Inc.
B6,1403,JFK,SJU,JetBlue Airways
DL,947,LGA,ATL,Delta Air Lines Inc.
B6,1639,LGA,RSW,JetBlue Airways
B6,1403,JFK,SJU,JetBlue Airways
B6,1171,LGA,FLL,JetBlue Airways
9E,3712,JFK,BWI,Endeavor Air Inc.
UA,448,LGA,DEN,United Air Lines Inc.
EV,4548,EWR,RDU,ExpressJet Airlines Inc.
DL,17,JFK,LAX,Delta Air Lines Inc.
B6,1161,LGA,PBI,JetBlue Airways
AA,359,LGA,ORD,American Airlines Inc.
B6,1783,JFK,MCO,JetBlue Airways
US,2156,LGA,BOS,US Airways Inc.
EV,4586,EWR,SYR,ExpressJet Airlines Inc.
WN,42,LGA,HOU,Southwest Airlines Co.
US,1895,EWR,CLT,US Airways Inc.
DL,1547,LGA,ATL,Delta Air Lines Inc.
WN,1596,EWR,STL,Southwest Airlines Co.
US,1625,LGA,CLT,US Airways Inc.
DL,1959,JFK,MCO,Delta Air Lines Inc.
B6,1012,JFK,BOS,JetBlue Airways
UA,1209,EWR,CLE,United Air Lines Inc.
DL,1275,JFK,SLC,Delta Air Lines Inc.
MQ,4584,LGA,CLT,Envoy Air
UA,215,EWR,SEA,United Air Lines Inc.
UA,1626,EWR,SAN,United Air Lines Inc.
UA,1682,EWR,FLL,United Air Lines Inc.
AA,1841,EWR,DFW,American Airlines Inc.
9E,4277,JFK,ORF,Endeavor Air Inc.
DL,1819,LGA,MSP,Delta Air Lines Inc.
EV,3815,EWR,ORF,ExpressJet Airlines Inc.
MQ,4485,LGA,CMH,Envoy Air
UA,1646,EWR,ORD,United Air Lines Inc.
EV,4396,EWR,MSY,ExpressJet Airlines Inc.
UA,1289,EWR,LAS,United Air Lines Inc.
UA,695,LGA,ORD,United Air Lines Inc.
B6,515,EWR,FLL,JetBlue Airways
AA,359,LGA,ORD,American Airlines Inc.
DL,1819,LGA,MSP,Delta Air Lines Inc.
B6,112,JFK,BUF,JetBlue Airways
B6,201,JFK,FLL,JetBlue Airways
B6,505,EWR,FLL,JetBlue Airways
B6,2002,JFK,BUF,JetBlue Airways
9E,3325,JFK,DFW,Endeavor Air Inc.
B6,305,EWR,FLL,JetBlue Airways
DL,2247,LGA,ATL,Delta Air Lines Inc.
B6,1018,JFK,BOS,JetBlue Airways
UA,434,JFK,SFO,United Air Lines Inc.
DL,1647,LGA,ATL,Delta Air Lines Inc.
DL,485,EWR,ATL,Delta Air Lines Inc.
B6,1307,JFK,IAD,JetBlue Airways
EV,3829,EWR,BNA,ExpressJet Airlines Inc.
AA,313,LGA,ORD,American Airlines Inc.
FL,742,LGA,CAK,AirTran Airways Corporation
9E,3465,JFK,BOS,Endeavor Air Inc.
AA,1139,LGA,DFW,American Airlines Inc.
UA,1481,EWR,SEA,United Air Lines Inc.
DL,1619,LGA,MSP,Delta Air Lines Inc.
B6,38,JFK,ROC,JetBlue Airways
UA,1039,EWR,IAH,United Air Lines Inc.
B6,308,JFK,PWM,JetBlue Airways
DL,884,LGA,DEN,Delta Air Lines Inc.
EV,5208,LGA,RIC,ExpressJet Airlines Inc.
B6,2302,JFK,BUF,JetBlue Airways
AA,1589,EWR,DFW,American Airlines Inc.
9E,3470,JFK,CVG,Endeavor Air Inc.
DL,2363,JFK,LAX,Delta Air Lines Inc.
MQ,3416,LGA,RDU,Envoy Air
DL,715,LGA,MSY,Delta Air Lines Inc.
EV,3823,EWR,PVD,ExpressJet Airlines Inc.
US,433,EWR,PHX,US Airways Inc.
EV,4233,EWR,BTV,ExpressJet Airlines Inc.
UA,1281,EWR,SFO,United Air Lines Inc.
US,688,EWR,PHX,US Airways Inc.
B6,87,JFK,SLC,JetBlue Airways
WN,1098,LGA,MKE,Southwest Airlines Co.
MQ,4564,LGA,DTW,Envoy Air
UA,1066,EWR,BOS,United Air Lines Inc.
UA,1744,LGA,IAH,United Air Lines Inc.
DL,1705,LGA,MSY,Delta Air Lines Inc.
DL,947,LGA,ATL,Delta Air Lines Inc.
DL,857,JFK,SAN,Delta Air Lines Inc.
B6,1373,JFK,CHS,JetBlue Airways
EV,4950,EWR,ATL,ExpressJet Airlines Inc.
B6,1601,LGA,RSW,JetBlue Airways
UA,512,JFK,SFO,United Air Lines Inc.
9E,3459,JFK,BNA,Endeavor Air Inc.
EV,4474,EWR,MHT,ExpressJet Airlines Inc.
B6,153,JFK,PBI,JetBlue Airways
B6,325,JFK,TPA,JetBlue Airways
EV,5716,JFK,IAD,ExpressJet Airlines Inc.
DL,2219,LGA,MSP,Delta Air Lines Inc.
MQ,3689,LGA,DTW,Envoy Air
DL,1164,JFK,BOS,Delta Air Lines Inc.
DL,1959,JFK,MCO,Delta Air Lines Inc.
DL,2421,JFK,SLC,Delta Air Lines Inc.
DL,947,LGA,ATL,Delta Air Lines Inc.
EV,4246,EWR,DTW,ExpressJet Airlines Inc.
B6,1174,EWR,BOS,JetBlue Airways
B6,115,JFK,MSY,JetBlue Airways
DL,2307,JFK,SAT,Delta Air Lines Inc.
EV,5222,EWR,DTW,ExpressJet Airlines Inc.
B6,8,JFK,BUF,JetBlue Airways
DL,2003,LGA,MIA,Delta Air Lines Inc.
AA,291,JFK,AUS,American Airlines Inc.
B6,703,JFK,SJU,JetBlue Airways
DL,706,JFK,AUS,Delta Air Lines Inc.
EV,4164,EWR,CLE,ExpressJet Airlines Inc.
B6,2602,JFK,BUF,JetBlue Airways
AA,84,JFK,BOS,American Airlines Inc.
EV,4241,EWR,DCA,ExpressJet Airlines Inc.
B6,9,JFK,MCO,JetBlue Airways
MQ,3591,LGA,RDU,Envoy Air
US,720,EWR,CLT,US Airways Inc.
EV,4537,EWR,MEM,ExpressJet Airlines Inc.
UA,1200,EWR,SAN,United Air Lines Inc.
AA,84,JFK,BOS,American Airlines Inc.
AA,256,JFK,BOS,American Airlines Inc.
B6,139,JFK,RSW,JetBlue Airways
DL,426,JFK,LAX,Delta Air Lines Inc.
MQ,4447,LGA,RDU,Envoy Air
UA,536,EWR,ORD,United Air Lines Inc.
9E,3465,JFK,BOS,Endeavor Air Inc.
UA,689,LGA,ORD,United Air Lines Inc.
B6,271,LGA,FLL,JetBlue Airways
UA,1493,EWR,LAX,United Air Lines Inc.
EV,4576,EWR,GRR,ExpressJet Airlines Inc.
EV,4119,EWR,RIC,ExpressJet Airlines Inc.
DL,1231,LGA,DTW,Delta Air Lines Inc.
UA,849,EWR,PHX,United Air Lines Inc.
DL,1885,LGA,MCO,Delta Air Lines Inc.
MQ,4669,LGA,ATL,Envoy Air
UA,1593,EWR,MCO,United Air Lines Inc.
DL,95,JFK,LAX,Delta Air Lines Inc.
UA,449,EWR,SFO,United Air Lines Inc.
UA,646,EWR,IAH,United Air Lines Inc.
9E,3327,JFK,RDU,Endeavor Air Inc.
UA,535,JFK,LAX,United Air Lines Inc.
MQ,3674,LGA,CLE,Envoy Air
VX,23,JFK,SFO,Virgin America
DL,1387,JFK,DEN,Delta Air Lines Inc.
EV,4187,EWR,BNA,ExpressJet Airlines Inc.
MQ,4661,LGA,ATL,Envoy Air
EV,4250,EWR,GRR,ExpressJet Airlines Inc.
9E,3404,JFK,BOS,Endeavor Air Inc.
DL,781,LGA,ATL,Delta Air Lines Inc.
EV,5215,LGA,SYR,ExpressJet Airlines Inc.
AA,1,JFK,LAX,American Airlines Inc.
DL,1715,LGA,MSY,Delta Air Lines Inc.
EV,4381,EWR,DTW,ExpressJet Airlines Inc.
YV,3788,LGA,IAD,Mesa Airlines Inc.
WN,1904,LGA,STL,Southwest Airlines Co.
AA,177,JFK,SFO,American Airlines Inc.
UA,1134,EWR,AUS,United Air Lines Inc.
DL,1461,JFK,LAX,Delta Air Lines Inc.
UA,1149,EWR,ORD,United Air Lines Inc.
US,2142,LGA,BOS,US Airways Inc.
DL,1643,JFK,SEA,Delta Air Lines Inc.
B6,775,JFK,MSY,JetBlue Airways
EV,4255,EWR,ROC,ExpressJet Airlines Inc.
UA,771,JFK,LAX,United Air Lines Inc.
EV,4361,EWR,TYS,ExpressJet Airlines Inc.
MQ,3531,LGA,RDU,Envoy Air
9E,3360,JFK,PIT,Endeavor Air Inc.
UA,1462,EWR,SFO,United Air Lines Inc.
B6,918,JFK,BOS,JetBlue Airways
UA,1115,EWR,TPA,United Air Lines Inc.
AA,1762,JFK,BOS,American Airlines Inc.
B6,371,LGA,FLL,JetBlue Airways
B6,1183,JFK,MCO,JetBlue Airways
DL,2280,JFK,FLL,Delta Air Lines Inc.
B6,38,JFK,ROC,JetBlue Airways
MQ,4662,LGA,ATL,Envoy Air
WN,972,EWR,AUS,Southwest Airlines Co.
EV,5713,LGA,IAD,ExpressJet Airlines Inc.
EV,4175,EWR,AVL,ExpressJet Airlines Inc.
B6,701,JFK,SJU,JetBlue Airways
B6,316,JFK,SYR,JetBlue Airways
UA,1128,LGA,IAH,United Air Lines Inc.
EV,3854,EWR,ATL,ExpressJet Airlines Inc.
WN,2870,LGA,DEN,Southwest Airlines Co.
MQ,3340,LGA,DTW,Envoy Air
AA,1611,LGA,MIA,American Airlines Inc.
AA,785,LGA,DFW,American Airlines Inc.
B6,431,LGA,SRQ,JetBlue Airways
YV,2751,LGA,CLT,Mesa Airlines Inc.
UA,1627,EWR,PBI,United Air Lines Inc.
MQ,4478,LGA,DTW,Envoy Air
AA,739,LGA,DFW,American Airlines Inc.
EV,4536,EWR,CVG,ExpressJet Airlines Inc.
B6,347,JFK,SRQ,JetBlue Airways
US,926,EWR,CLT,US Airways Inc.
EV,4299,EWR,DCA,ExpressJet Airlines Inc.
MQ,4521,LGA,RDU,Envoy Air
DL,1164,JFK,BOS,Delta Air Lines Inc.
B6,263,JFK,SEA,JetBlue Airways
US,2167,LGA,DCA,US Airways Inc.
B6,509,EWR,FLL,JetBlue Airways
UA,1722,EWR,ORD,United Air Lines Inc.
DL,1619,LGA,MSP,Delta Air Lines Inc.
DL,1174,LGA,PBI,Delta Air Lines Inc.
DL,1685,LGA,MCO,Delta Air Lines Inc.
YV,3771,LGA,IAD,Mesa Airlines Inc.
US,834,LGA,PHL,US Airways Inc.
UA,1200,EWR,SAN,United Air Lines Inc.
UA,1481,EWR,BOS,United Air Lines Inc.
EV,5109,LGA,CHS,ExpressJet Airlines Inc.
B6,323,JFK,LAX,JetBlue Airways
EV,4684,EWR,SDF,ExpressJet Airlines Inc.
FL,347,LGA,ATL,AirTran Airways Corporation
EV,4233,EWR,BTV,ExpressJet Airlines Inc.
B6,883,JFK,MCO,JetBlue Airways
B6,1201,JFK,FLL,JetBlue Airways
MQ,3734,LGA,BNA,Envoy Air
UA,207,EWR,SFO,United Air Lines Inc.
WN,1069,LGA,HOU,Southwest Airlines Co.
B6,1026,JFK,BOS,JetBlue Airways
DL,2285,LGA,MCO,Delta Air Lines Inc.
AA,1351,JFK,ORD,American Airlines Inc.
AA,305,LGA,ORD,American Airlines Inc.
UA,687,LGA,IAH,United Air Lines Inc.
UA,1294,EWR,ORD,United Air Lines Inc.
DL,1331,LGA,MIA,Delta Air Lines Inc.
UA,1143,EWR,PBI,United Air Lines Inc.
EV,4139,EWR,JAX,ExpressJet Airlines Inc.
B6,2402,JFK,BUF,JetBlue Airways
MQ,3411,LGA,RDU,Envoy Air
MQ,3359,JFK,RDU,Envoy Air
US,2150,LGA,BOS,US Airways Inc.
AA,2488,EWR,DFW,American Airlines Inc.
UA,1701,EWR,FLL,United Air Lines Inc.
EV,4091,EWR,ATL,ExpressJet Airlines Inc.
MQ,3526,LGA,CMH,Envoy Air
9E,3856,JFK,ATL,Endeavor Air Inc.
US,2140,LGA,BOS,US Airways Inc.
WN,329,EWR,STL,Southwest Airlines Co.
US,2161,LGA,DCA,US Airways Inc.
B6,929,JFK,RSW,JetBlue Airways
B6,59,JFK,TPA,JetBlue Airways
UA,1587,EWR,SAN,United Air Lines Inc.
UA,1115,EWR,TPA,United Air Lines Inc.
DL,1715,LGA,MSY,Delta Air Lines Inc.
US,2154,LGA,BOS,US Airways Inc.
DL,27,JFK,ATL,Delta Air Lines Inc.
AA,177,JFK,SFO,American Airlines Inc.
MQ,3466,LGA,RDU,Envoy Air
B6,423,JFK,LAX,JetBlue Airways
MQ,3374,JFK,RDU,Envoy Air
B6,389,LGA,MCO,JetBlue Airways
AA,1769,JFK,MIA,American Airlines Inc.
VX,11,JFK,SFO,Virgin America
AA,1121,LGA,DFW,American Airlines Inc.
EV,4224,EWR,MKE,ExpressJet Airlines Inc.
UA,1625,EWR,DEN,United Air Lines Inc.
UA,341,EWR,FLL,United Air Lines Inc.
DL,926,EWR,ATL,Delta Air Lines Inc.
VX,411,JFK,LAX,Virgin America
DL,31,JFK,SFO,Delta Air Lines Inc.
EV,4233,EWR,BTV,ExpressJet Airlines Inc.
9E,2902,JFK,BOS,Endeavor Air Inc.
DL,2319,LGA,MSP,Delta Air Lines Inc.
UA,589,EWR,ORD,United Air Lines Inc.
B6,1717,LGA,TPA,JetBlue Airways
UA,276,EWR,BOS,United Air Lines Inc.
DL,1174,LGA,PBI,Delta Air Lines Inc.
UA,1290,EWR,SFO,United Air Lines Inc.
UA,1587,EWR,RSW,United Air Lines Inc.
VX,169,EWR,LAX,Virgin America
9E,3466,JFK,DCA,Endeavor Air Inc.
B6,1373,JFK,CHS,JetBlue Airways
B6,15,JFK,FLL,JetBlue Airways
9E,3433,JFK,PIT,Endeavor Air Inc.
VX,411,JFK,LAX,Virgin America
VX,29,JFK,SFO,Virgin America
AS,7,EWR,SEA,Alaska Airlines Inc.
UA,1692,EWR,MCO,United Air Lines Inc.
UA,1054,EWR,LAX,United Air Lines Inc.
DL,2331,LGA,DTW,Delta Air Lines Inc.
EV,4353,EWR,ORF,ExpressJet Airlines Inc.
DL,1031,LGA,DTW,Delta Air Lines Inc.
B6,2502,JFK,BUF,JetBlue Airways
B6,3,JFK,SJU,JetBlue Airways
US,297,JFK,CLT,US Airways Inc.
DL,1415,JFK,SLC,Delta Air Lines Inc.
EV,4085,EWR,OMA,ExpressJet Airlines Inc.
UA,1022,EWR,IAH,United Air Lines Inc.
UA,1166,EWR,IAH,United Air Lines Inc.
MQ,4415,LGA,RDU,Envoy Air
B6,42,JFK,SYR,JetBlue Airways
EV,4380,EWR,MSP,ExpressJet Airlines Inc.
UA,1269,EWR,PBI,United Air Lines Inc.
B6,718,JFK,BOS,JetBlue Airways
B6,581,JFK,HOU,JetBlue Airways
9E,3400,JFK,MKE,Endeavor Air Inc.
DL,4,JFK,SJU,Delta Air Lines Inc.
WN,1710,EWR,MDW,Southwest Airlines Co.
B6,2402,JFK,BUF,JetBlue Airways
EV,5044,EWR,MSP,ExpressJet Airlines Inc.
AA,791,LGA,DFW,American Airlines Inc.
B6,1271,LGA,FLL,JetBlue Airways
WN,3,LGA,MDW,Southwest Airlines Co.
UA,1456,LGA,IAH,United Air Lines Inc.
AA,543,JFK,MIA,American Airlines Inc.
UA,1729,EWR,LAS,United Air Lines Inc.
9E,4027,EWR,CVG,Endeavor Air Inc.
DL,831,LGA,DTW,Delta Air Lines Inc.
B6,153,JFK,PBI,JetBlue Airways
UA,771,JFK,LAX,United Air Lines Inc.
UA,242,EWR,PBI,United Air Lines Inc.
FL,771,LGA,ATL,AirTran Airways Corporation
B6,1119,JFK,CLT,JetBlue Airways
DL,1875,LGA,TPA,Delta Air Lines Inc.
UA,1178,EWR,IAH,United Air Lines Inc.
EV,4187,EWR,BNA,ExpressJet Airlines Inc.
MQ,3367,LGA,XNA,Envoy Air
UA,535,JFK,LAX,United Air Lines Inc.
EV,5810,EWR,CLT,ExpressJet Airlines Inc.
WN,2226,LGA,MDW,Southwest Airlines Co.
B6,10,JFK,BUF,JetBlue Airways
UA,1519,EWR,MCO,United Air Lines Inc.
AA,320,EWR,DFW,American Airlines Inc.
B6,171,JFK,SMF,JetBlue Airways
B6,201,JFK,FLL,JetBlue Airways
DL,975,LGA,PIT,Delta Air Lines Inc.
MQ,4415,LGA,RDU,Envoy Air
B6,711,JFK,LAS,JetBlue Airways
9E,3347,JFK,DTW,Endeavor Air Inc.
B6,389,LGA,MCO,JetBlue Airways
EV,4952,LGA,CLT,ExpressJet Airlines Inc.
UA,1687,EWR,PBI,United Air Lines Inc.
B6,1006,JFK,BOS,JetBlue Airways
US,604,EWR,PHX,US Airways Inc.
WN,565,EWR,MDW,Southwest Airlines Co.
DL,2377,LGA,MCO,Delta Air Lines Inc.
DL,1747,LGA,ATL,Delta Air Lines Inc.
EV,4368,EWR,DTW,ExpressJet Airlines Inc.
MQ,4479,LGA,RDU,Envoy Air
DL,2395,LGA,PBI,Delta Air Lines Inc.
B6,403,JFK,SJU,JetBlue Airways
B6,643,JFK,SFO,JetBlue Airways
EV,5503,LGA,PIT,ExpressJet Airlines Inc.
AA,337,LGA,ORD,American Airlines Inc.
MQ,4333,JFK,PIT,Envoy Air
EV,3807,EWR,PVD,ExpressJet Airlines Inc.
UA,1593,EWR,MCO,United Air Lines Inc.
AA,29,LGA,PBI,American Airlines Inc.
DL,914,LGA,DEN,Delta Air Lines Inc.
B6,675,JFK,MSY,JetBlue Airways
MQ,4674,LGA,CLE,Envoy Air
EV,5463,LGA,BNA,ExpressJet Airlines Inc.
WN,390,LGA,DEN,Southwest Airlines Co.
DL,2459,JFK,MCO,Delta Air Lines Inc.
UA,406,EWR,PDX,United Air Lines Inc.
US,1443,JFK,CLT,US Airways Inc.
US,2140,LGA,BOS,US Airways Inc.
9E,3412,JFK,RDU,Endeavor Air Inc.
UA,1182,EWR,LAS,United Air Lines Inc.
UA,884,EWR,SFO,United Air Lines Inc.
B6,1183,JFK,MCO,JetBlue Airways
B6,234,JFK,BTV,JetBlue Airways
9E,4357,JFK,ORF,Endeavor Air Inc.
EV,4898,EWR,ATL,ExpressJet Airlines Inc.
UA,997,EWR,LAX,United Air Lines Inc.
DL,2139,LGA,MIA,Delta Air Lines Inc.
UA,1545,EWR,IAH,United Air Lines Inc.
UA,1450,EWR,DEN,United Air Lines Inc.
UA,1673,EWR,RSW,United Air Lines Inc.
UA,1401,EWR,MIA,United Air Lines Inc.
MQ,4660,LGA,BNA,Envoy Air
VX,29,JFK,SFO,Virgin America
VX,27,JFK,SFO,Virgin America
EV,4201,EWR,MHT,ExpressJet Airlines Inc.
B6,1205,JFK,PDX,JetBlue Airways
UA,768,EWR,LAX,United Air Lines Inc.
AA,1815,JFK,MCO,American Airlines Inc.
UA,1692,EWR,MCO,United Air Lines Inc.
B6,745,JFK,PSE,JetBlue Airways
WN,4453,LGA,MKE,Southwest Airlines Co.
B6,11,JFK,FLL,JetBlue Airways
UA,1058,LGA,IAH,United Air Lines Inc.
UA,527,EWR,CLE,United Air Lines Inc.
MQ,3768,EWR,ORD,Envoy Air
UA,642,JFK,SFO,United Air Lines Inc.
DL,843,JFK,ATL,Delta Air Lines Inc.
MQ,3404,LGA,RDU,Envoy Air
DL,2219,LGA,MSP,Delta Air Lines Inc.
EV,4911,EWR,DTW,ExpressJet Airlines Inc.
DL,807,EWR,ATL,Delta Air Lines Inc.
EV,4181,EWR,MCI,ExpressJet Airlines Inc.
9E,3465,JFK,BOS,Endeavor Air Inc.
B6,523,JFK,LAX,JetBlue Airways
UA,265,EWR,MSY,United Air Lines Inc.
B6,483,JFK,MCO,JetBlue Airways
B6,167,JFK,OAK,JetBlue Airways
EV,4352,EWR,CVG,ExpressJet Airlines Inc.
B6,1174,EWR,BOS,JetBlue Airways
B6,195,JFK,LAS,JetBlue Airways
UA,296,EWR,PHX,United Air Lines Inc.
B6,1105,JFK,ORD,JetBlue Airways
UA,697,LGA,IAH,United Air Lines Inc.
MQ,4406,JFK,RDU,Envoy Air
B6,179,JFK,PHX,JetBlue Airways
EV,5378,LGA,PIT,ExpressJet Airlines Inc.
B6,30,JFK,ROC,JetBlue Airways
MQ,3547,LGA,XNA,Envoy Air
DL,689,LGA,MSY,Delta Air Lines Inc.
DL,1163,JFK,LAX,Delta Air Lines Inc.
B6,1516,JFK,SYR,JetBlue Airways
UA,1641,EWR,MCO,United Air Lines Inc.
B6,1407,JFK,IAD,JetBlue Airways
DL,1331,JFK,DEN,Delta Air Lines Inc.
B6,1178,EWR,BOS,JetBlue Airways
WN,152,LGA,MKE,Southwest Airlines Co.
AA,1853,EWR,DFW,American Airlines Inc.
EV,5514,LGA,ROC,ExpressJet Airlines Inc.
DL,1275,JFK,SLC,Delta Air Lines Inc.
UA,731,EWR,RSW,United Air Lines Inc.
DL,1747,LGA,ATL,Delta Air Lines Inc.
EV,4370,EWR,CHS,ExpressJet Airlines Inc.
DL,1875,LGA,TPA,Delta Air Lines Inc.
UA,299,EWR,DFW,United Air Lines Inc.
EV,5208,LGA,RIC,ExpressJet Airlines Inc.
9E,3488,LGA,MCI,Endeavor Air Inc.
DL,1435,LGA,TPA,Delta Air Lines Inc.
VX,415,JFK,LAX,Virgin America
B6,608,JFK,PWM,JetBlue Airways
VX,55,JFK,PSP,Virgin America
DL,914,LGA,DEN,Delta Air Lines Inc.
DL,1573,LGA,MEM,Delta Air Lines Inc.
UA,1695,EWR,IAH,United Air Lines Inc.
AA,313,LGA,ORD,American Airlines Inc.
US,2185,LGA,DCA,US Airways Inc.
VX,407,JFK,LAX,Virgin America
AA,695,JFK,AUS,American Airlines Inc.
UA,1409,EWR,TPA,United Air Lines Inc.
EV,5216,LGA,MCI,ExpressJet Airlines Inc.
B6,415,JFK,SFO,JetBlue Airways
EV,4708,EWR,MKE,ExpressJet Airlines Inc.
UA,331,LGA,ORD,United Air Lines Inc.
B6,213,JFK,LGB,JetBlue Airways
UA,642,JFK,SFO,United Air Lines Inc.
EV,5716,JFK,IAD,ExpressJet Airlines Inc.
EV,4662,EWR,CHS,ExpressJet Airlines Inc.
